Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-06-04,Albury,8.9,17.4,8,NA,NA,ENE,13,NW,E,2,4,99,58,1021,1017.5,8,7,11.3,16.5,Yes,No
2009-06-05,Albury,2.8,16.1,0,NA,NA,W,20,NNE,W,4,11,86,57,1017.9,1015.1,NA,NA,7.6,15.6,No,No
2009-06-06,Albury,1.7,10.5,0.2,NA,NA,ESE,11,E,NA,4,0,99,91,1015.2,1011.1,8,8,4.7,10.2,No,Yes
2009-06-07,Albury,4.7,11.6,14.4,NA,NA,NNW,30,NNW,NNW,6,17,93,80,1007.5,1006.3,8,8,10,11.5,Yes,Yes
2009-06-08,Albury,9,12,4.6,NA,NA,WNW,33,WNW,WNW,9,26,88,79,1009.6,1008.7,8,8,10.3,11.4,Yes,Yes
2009-06-09,Albury,6.3,8.8,2,NA,NA,W,43,NNW,WNW,13,13,92,95,1011.1,1008.3,8,8,6.8,7.9,Yes,Yes
2009-06-10,Albury,3,10.5,5.6,NA,NA,WNW,37,W,WSW,15,22,77,56,1017.6,1018.4,NA,4,4.9,9.7,Yes,No
2009-06-11,Albury,-2,9.6,0,NA,NA,SE,13,NA,ESE,0,6,84,72,1025.1,1023,NA,1,2.2,8.8,No,No
2009-06-12,Albury,-1.3,8.2,0,NA,NA,ESE,15,E,SSE,6,6,99,72,1025.7,1022.2,8,7,1.9,7.9,No,No
2009-06-13,Albury,1.8,12.4,0,NA,NA,ENE,28,E,NE,4,15,86,60,1018.3,1013,NA,4,5.9,12.1,No,No
2009-06-14,Albury,2,15.8,0,NA,NA,NNE,24,NA,NE,0,11,82,49,1011.8,1009.3,NA,NA,6.5,15.5,No,No
2009-06-15,Albury,0.5,14.9,0.4,NA,NA,ESE,13,NNE,NA,2,0,99,63,1013.9,1012.8,NA,NA,5.4,13.9,No,No
2009-06-16,Albury,1.2,17.7,0,NA,NA,SE,17,NA,ESE,0,6,83,49,1022.3,1022.2,NA,NA,6.6,15.4,No,No
2009-06-17,Albury,0.6,15.9,0,NA,NA,WSW,13,NA,W,0,2,94,52,1029.7,1027.7,NA,NA,5.6,14.9,No,No
2009-06-18,Albury,0.5,14.7,0,NA,NA,N,11,N,NA,6,0,99,63,1031.6,1028.6,8,NA,4.7,14.5,No,No
2009-06-19,Albury,0.5,15.3,0,NA,NA,ESE,13,NE,SE,6,6,93,56,1030.8,1027.1,NA,NA,5.4,15.1,No,No
2009-06-20,Albury,0.9,17.3,0,NA,NA,NNE,28,NE,NE,4,17,85,56,1025.7,1020.6,7,8,7,16.7,No,Yes
2009-06-21,Albury,7,17,1.6,NA,NA,ENE,46,NW,ENE,4,20,99,71,1021.9,1018.6,1,1,8.3,16.4,Yes,Yes
2009-06-22,Albury,5,14.9,5.6,NA,NA,SE,19,SE,ENE,4,6,99,78,1020.7,1018.6,1,8,9.1,13.6,Yes,No
2009-06-23,Albury,3.9,15.5,0,NA,NA,W,35,ENE,SSE,11,7,99,70,1020.2,1016.4,8,6,8.3,15.2,No,Yes
2009-06-24,Albury,7.7,14.1,6,NA,NA,ESE,41,ESE,SE,7,9,81,65,1014.9,1012.7,8,5,9.6,13.7,Yes,No
2009-06-25,Albury,4.7,12.2,0,NA,NA,NNW,24,ESE,N,2,13,99,75,1015.5,1012.7,7,8,6.9,11.6,No,Yes
2009-06-26,Albury,6.9,13.7,4.4,NA,NA,SE,46,ESE,ESE,7,9,99,73,1011.6,1008.1,7,NA,8.4,13,Yes,No
2009-06-27,Albury,8.4,11.9,0,NA,NA,SSE,22,SE,SE,7,6,79,81,1007.8,1005.5,8,8,10.3,11.3,No,Yes
2009-06-28,Albury,9.3,12.3,5.4,NA,NA,W,22,WSW,NNW,9,11,98,76,1007.5,1006.6,7,8,9.8,12.3,Yes,Yes
2009-06-29,Albury,8.2,15.7,3.6,NA,NA,NE,26,NE,NNE,9,15,91,69,1011.4,1009.4,8,8,10.1,15.6,Yes,Yes
2009-06-30,Albury,9.1,16.1,2,NA,NA,NW,72,NE,NE,11,19,78,73,1007.6,1001,8,8,13.5,15.3,Yes,Yes
2009-07-01,Albury,8.3,13.3,8.4,NA,NA,NW,52,N,NW,20,22,85,68,1006.5,1005.2,8,5,9.5,13.1,Yes,Yes
2009-07-02,Albury,8.8,11.6,5,NA,NA,WNW,54,NW,WNW,19,19,88,74,1009.4,1006.8,8,4,8.8,11.4,Yes,Yes
2009-07-03,Albury,7.6,12,7.8,NA,NA,W,61,W,WSW,17,22,82,62,1008.6,1009.6,8,1,7.8,11.7,Yes,No
2009-07-04,Albury,5.7,13.2,0,NA,NA,WNW,39,WNW,WNW,15,24,91,76,1016.3,1014.9,8,8,7.9,12.6,No,No
2009-07-05,Albury,3.4,12.4,0,NA,NA,W,31,W,W,9,15,80,56,1019.9,1019,NA,NA,7,12,No,No
2009-07-06,Albury,0,12.1,0,NA,NA,ENE,19,NNE,WSW,7,7,99,65,1022.4,1020.4,8,NA,2.3,11.4,No,No
2009-07-07,Albury,-1.5,12.5,0,NA,NA,E,19,NA,ENE,0,7,91,46,1026,1024.6,NA,NA,2.4,12.4,No,No
2009-07-08,Albury,-1.7,13.8,0,NA,NA,E,17,NA,ESE,0,7,84,54,1030.4,1028.1,NA,NA,3.3,12.4,No,No
2009-07-09,Albury,-0.4,15,0.2,NA,NA,ESE,13,NA,SE,0,7,84,54,1032,1028.6,NA,NA,3.8,14.3,No,No
2009-07-10,Albury,0.1,13.5,0,NA,NA,E,13,NA,SSE,0,9,93,62,1028.7,1023.8,NA,NA,4.8,13.4,No,No
2009-07-11,Albury,4.8,13.3,0.6,NA,NA,NE,24,NA,NE,0,13,96,63,1020.5,1015.6,7,1,8.1,13.2,No,No
2009-07-12,Albury,8.1,16.5,0.6,NA,NA,NNW,33,SSE,NNW,7,19,77,53,1010.4,1007.7,2,6,11.6,15.4,No,No
2009-07-13,Albury,5.9,13.1,1,NA,NA,WNW,41,N,NNW,13,11,82,73,1007.6,1005.5,8,8,9,12.3,No,Yes
2009-07-14,Albury,6.9,11,6.8,NA,NA,W,30,N,SSW,9,9,94,75,1006.6,1005.8,8,8,7.5,10.1,Yes,Yes
2009-07-15,Albury,2.9,12.6,1.8,NA,NA,WSW,22,ENE,NA,4,0,99,57,1010.5,1009.9,8,NA,5.9,12.5,Yes,No
2009-07-16,Albury,-0.6,13.4,0,NA,NA,WNW,24,NA,WSW,0,9,95,57,1015.6,1014.5,NA,NA,3.8,12.8,No,No
2009-07-17,Albury,-0.3,14.4,0.2,NA,NA,N,17,NNE,SW,4,6,88,52,1022.4,1020.6,NA,NA,4.5,14.2,No,No
2009-07-18,Albury,-1,12,0,NA,NA,N,20,NA,N,0,11,98,64,1023,1019.5,7,5,3.2,11.2,No,No
2009-07-19,Albury,3.2,14.1,0.6,NA,NA,NNE,24,ESE,NE,7,11,94,65,1021.6,1019.8,8,8,7.8,13.5,No,No
2009-07-20,Albury,3.6,16.5,0.2,NA,NA,NW,39,NA,N,0,19,95,53,1023.1,1018.4,8,NA,7.1,16.3,No,No
2009-07-21,Albury,0.8,17.7,0,NA,NA,N,43,ENE,ENE,4,17,87,46,1019.7,1013.4,NA,NA,6.6,17.6,No,No
2009-07-22,Albury,6.6,12.3,0,NA,NA,W,44,ENE,NNW,7,20,74,81,1009.5,1006.2,7,8,11.3,10.2,No,Yes
2009-07-23,Albury,6,13.5,9.8,NA,NA,WNW,26,W,W,13,17,83,58,1015.1,1018.4,7,7,8.5,12.9,Yes,No
2009-07-24,Albury,-0.1,12.9,0,NA,NA,NW,22,NA,NNW,0,15,87,58,1027.3,1025.4,NA,2,3.7,11.6,No,No
2009-07-25,Albury,-0.3,12.2,0,NA,NA,NE,20,NA,NE,0,9,95,61,1026.8,1022.7,NA,NA,2.5,10.8,No,No
2009-07-26,Albury,2.1,9.8,0,NA,NA,SSE,13,NA,E,0,2,85,74,1018,1013.7,5,NA,4.4,9.6,No,No
2009-07-27,Albury,1.3,8.8,0,NA,NA,N,20,ENE,NNW,6,9,99,91,1019.9,1019.9,8,8,4.2,7.3,No,Yes
2009-07-28,Albury,4.2,12.7,3.8,NA,NA,WNW,31,NW,WNW,11,11,89,71,1024,1023.1,8,8,8.8,12,Yes,Yes
2009-07-29,Albury,8.3,13.2,2.4,NA,NA,WNW,24,NW,WSW,11,9,98,81,1026,1025.4,8,8,9.3,12.1,Yes,No
2009-07-30,Albury,3.3,12.1,0.2,NA,NA,NNW,22,NA,WNW,0,9,99,76,1025.8,1022.7,7,7,6.5,12,No,Yes
2009-07-31,Albury,6.5,14.5,5.2,NA,NA,W,35,W,WSW,19,22,81,61,1021.3,1021.5,5,8,11.6,12.7,Yes,No
2009-08-01,Albury,7.4,13.9,0.2,NA,NA,W,30,NA,WNW,0,15,99,70,1026.8,1025.3,7,3,8.9,13.3,No,No
2009-08-02,Albury,7.5,14.1,0.8,NA,NA,NNW,30,SW,NNW,2,17,94,65,1027.9,1024.8,1,6,10.5,13.3,No,No
2009-08-03,Albury,8.3,13.8,0.8,NA,NA,NNW,37,W,WNW,20,15,79,49,1023.1,1022.9,NA,NA,9.9,13.6,No,No
2009-08-04,Albury,3.2,14.7,0,NA,NA,SSE,17,NA,ENE,0,4,91,53,1021.7,1018.9,1,NA,5.7,14,No,Yes
2009-08-05,Albury,5.7,13.8,5.4,NA,NA,NNE,19,ENE,S,7,7,98,76,1022.2,1020.2,8,8,8.9,13.6,Yes,No
2009-08-06,Albury,5.1,17.1,0.4,NA,NA,N,35,NA,NE,0,19,99,58,1021.9,1016.7,7,NA,8,16.6,No,No
2009-08-07,Albury,8,13.9,0.8,NA,NA,WNW,57,WNW,WSW,35,33,79,47,1012.8,1015.6,8,8,9.8,13.7,No,Yes
2009-08-08,Albury,-0.8,12.9,4.2,NA,NA,WNW,24,E,WSW,6,6,78,50,1026.4,1023,NA,NA,4.4,12.3,Yes,No
2009-08-09,Albury,-1,12.2,0,NA,NA,ESE,15,S,E,2,7,91,48,1021.6,1018.5,NA,NA,2,12.1,No,No
2009-08-10,Albury,1.9,14.8,0.2,NA,NA,SE,20,SSE,SE,4,11,72,60,1018.6,1014.7,NA,NA,5.9,12.6,No,No
2009-08-11,Albury,5.9,17.7,0.4,NA,NA,NNE,43,E,NNW,19,22,62,59,1009,1008.6,1,1,14.8,15.6,No,Yes
2009-08-12,Albury,6.9,14.3,4.8,NA,NA,W,24,SSE,NW,6,13,99,74,1011.5,1010,8,8,9.1,13,Yes,No
2009-08-13,Albury,7.7,11.6,0.2,NA,NA,NW,22,NW,N,6,13,94,87,1015.7,1015.3,8,7,9.4,11.1,No,Yes
2009-08-14,Albury,6.8,15.2,1.2,NA,NA,WSW,22,NA,WNW,0,13,99,61,1021.1,1019.1,8,NA,9,14.7,Yes,No
2009-08-15,Albury,2.7,17.5,0.2,NA,NA,NNE,24,SE,NE,7,13,99,57,1021.2,1016.8,8,NA,6.7,17,No,Yes
2009-08-16,Albury,5.1,15.5,1.6,NA,NA,W,39,NE,ENE,11,11,79,70,1012.2,1006.4,8,8,11,14.3,Yes,Yes
2009-08-17,Albury,4.2,13.6,3.2,NA,NA,WNW,37,W,WNW,20,19,73,57,1018.2,1019.7,1,NA,9.8,12.8,Yes,No
2009-08-18,Albury,0.6,15.6,0,NA,NA,WNW,15,NA,S,0,6,85,58,1029.8,1027.2,NA,2,6,14.4,No,No
2009-08-19,Albury,1.6,16.4,0,NA,NA,E,17,NE,S,7,7,99,61,1027.7,1022.5,8,1,5.5,15.2,No,No
2009-08-20,Albury,5.5,18.4,0,NA,NA,N,22,ESE,N,6,13,78,51,1019.7,1014.3,NA,NA,11.1,17.3,No,No
2009-08-21,Albury,7.3,14.8,1,NA,NA,WNW,59,NNE,WSW,26,30,72,85,1004,1001.7,3,8,13.3,10.1,No,Yes
2009-08-22,Albury,0.2,14.1,6.6,NA,NA,NE,26,SE,NNE,9,13,90,57,1012,1009.6,NA,NA,5.8,12.9,Yes,Yes
2009-08-23,Albury,5.8,18.9,3.8,NA,NA,NNE,26,ENE,NNE,7,11,94,67,1011.5,1007.1,3,3,10.8,18.2,Yes,Yes
2009-08-24,Albury,8.9,17.1,1.2,NA,NA,WNW,63,NNW,NW,26,22,68,52,1004.1,1001,NA,NA,13.2,16.4,Yes,Yes
2009-08-25,Albury,7.1,12.8,2,NA,NA,W,85,W,NW,15,20,75,53,1009.6,1008.2,3,NA,7.7,11.7,Yes,Yes
2009-08-26,Albury,4.2,14.4,3.6,NA,NA,NW,43,NNW,NW,13,30,83,56,1016.1,1014.4,NA,8,6.9,13.6,Yes,No
2009-08-27,Albury,1.1,16.7,0.4,NA,NA,N,30,ENE,N,11,19,72,49,1018.5,1014.6,NA,NA,8.9,16.2,No,No
2009-08-28,Albury,1.1,18.6,0,NA,NA,NNW,24,ESE,E,7,11,87,51,1016.9,1013.3,NA,NA,7.2,17.6,No,Yes
2009-08-29,Albury,7.2,17.9,4.2,NA,NA,W,59,NE,W,20,19,81,80,1002.6,996.9,1,8,13,17.5,Yes,Yes
2009-08-30,Albury,6.3,11.1,13.4,NA,NA,WNW,56,W,W,26,20,77,57,1014.2,1015.2,8,8,6.7,10.7,Yes,Yes
2009-08-31,Albury,6.7,14.2,1.4,NA,NA,NW,39,NW,NW,19,22,90,72,1018.9,1016.8,7,5,9.7,13.9,Yes,Yes
2009-09-01,Albury,5.1,14.2,3,NA,NA,WNW,24,WNW,W,7,15,96,58,1023.2,1021.7,8,1,9.7,12.5,Yes,No
2009-09-02,Albury,1,16.8,0,NA,NA,ESE,24,ESE,E,9,9,82,45,1024.9,1020.2,NA,NA,7,16,No,No
2009-09-03,Albury,6.1,20.7,0,NA,NA,NE,43,SE,NE,4,24,80,54,1016.6,1010.8,NA,NA,10.2,20.3,No,Yes
2009-09-04,Albury,6.3,16.9,1.4,NA,NA,NW,35,ESE,WNW,6,13,85,58,1014.4,1012.3,1,NA,12.5,15.5,Yes,No
2009-09-05,Albury,2.1,15,0,NA,NA,WNW,30,ESE,NW,4,11,81,54,1019.5,1017.9,NA,6,8.6,14.9,No,No
2009-09-06,Albury,1.6,16.6,0,NA,NA,NE,37,SE,NE,9,20,79,47,1018.4,1011.4,NA,NA,8.3,15.4,No,No
2009-09-07,Albury,8.3,17.6,0,NA,NA,W,41,ENE,W,9,30,73,53,1005,1002.7,NA,NA,13.9,16.5,No,No
2009-09-08,Albury,5.7,16.5,0,NA,NA,W,46,W,WSW,7,30,90,59,1009.9,1009,5,4,9.4,15.3,No,No
2009-09-09,Albury,7.5,14.3,0,NA,NA,W,35,W,WNW,17,22,82,67,1012.8,1011.3,8,8,9.5,13.4,No,No
2009-09-10,Albury,2.6,NA,0,NA,NA,NA,NA,E,WNW,6,13,71,55,1017.8,1017.6,NA,6,9.7,14.3,No,NA
2009-09-11,Albury,NA,18.8,NA,NA,NA,N,31,SE,NNE,7,19,83,46,1022.2,1018.2,NA,NA,8.7,18.1,NA,No
2009-09-12,Albury,6.5,24.7,0,NA,NA,NE,39,SE,NE,6,22,70,39,1020,1015.4,NA,NA,13.2,24,No,No
2009-09-13,Albury,13.2,25.1,0,NA,NA,NNE,35,E,WNW,9,11,44,25,1017,1012.2,NA,NA,17.3,23.1,No,No
2009-09-14,Albury,4.3,17.8,0,NA,NA,SW,24,NE,NNW,2,6,60,29,1022.6,1019.9,NA,NA,10.9,17.1,No,No
2009-09-15,Albury,1.6,17.2,0,NA,NA,S,20,ESE,S,6,7,68,44,1022.5,1019.1,NA,NA,8.1,16.7,No,No
2009-09-16,Albury,2.8,21.1,0,NA,NA,E,17,E,ESE,7,9,74,39,1022.2,1016.8,NA,NA,11.2,20.7,No,No
2009-09-17,Albury,6.3,19,0,NA,NA,WNW,24,E,NW,6,2,76,73,1013.8,1011.9,NA,7,12.9,14,No,Yes
2009-09-18,Albury,7.4,20.4,10.2,NA,NA,WNW,46,NA,NA,0,0,75,54,1021.2,1018.6,NA,NA,12.9,20.3,Yes,No
2009-09-19,Albury,5.4,20.6,0,NA,NA,NNW,22,NE,WNW,6,11,98,46,1018.8,1015,8,8,10.2,19.2,No,No
2009-09-20,Albury,8,18.9,0.4,NA,NA,W,33,NA,W,0,20,79,50,1014.6,1013.7,8,NA,14.3,16.8,No,No
2009-09-21,Albury,3.7,19,0.2,NA,NA,NE,43,ESE,ENE,9,15,73,50,1014.5,1008.2,NA,NA,11.5,18.3,No,Yes
2009-09-22,Albury,11.5,20.2,8.4,NA,NA,NNE,50,NNW,N,17,13,77,55,1002.6,999.2,8,1,15.5,19.2,Yes,Yes
2009-09-23,Albury,9.3,16.8,28.8,NA,NA,W,56,W,WSW,26,30,82,54,997.8,1003.8,5,8,13.1,15.9,Yes,Yes
2009-09-24,Albury,8.2,18.2,1.4,NA,NA,NW,41,WNW,NW,9,24,72,55,1015.1,1011.8,NA,4,12.6,17.2,Yes,No
2009-09-25,Albury,5.3,20.6,0,NA,NA,NNW,44,NNE,N,22,13,60,57,1009.3,1002.9,2,7,15.2,17.3,No,Yes
2009-09-26,Albury,6.8,12.2,6,NA,NA,WNW,56,WNW,W,37,24,79,72,1005.2,1003.9,7,6,7.9,11.1,Yes,Yes
2009-09-27,Albury,4.5,12.9,1.6,NA,NA,W,61,WNW,W,35,37,78,72,1009.8,1008.4,5,8,6.7,10.7,Yes,No
2009-09-28,Albury,5.5,17.9,0,NA,NA,W,43,W,W,17,24,79,56,1012.3,1009.9,NA,1,9.2,16.8,No,No
2009-09-29,Albury,1.7,17,0,NA,NA,NW,19,E,WNW,6,11,73,49,1015.6,1013.4,NA,NA,9.4,16.2,No,No
2009-09-30,Albury,4,21.4,0,NA,NA,NNW,35,E,NNE,7,17,75,36,1018,1013.4,NA,NA,11.3,20.9,No,No
2009-10-01,Albury,8.9,21.1,0,NA,NA,SSW,28,N,S,6,9,76,61,1012.4,1008.8,NA,NA,12.9,19.4,No,No
2009-10-02,Albury,11.7,22,0,NA,NA,SE,30,S,SSW,4,11,68,55,1009.6,1004.9,NA,NA,16.1,20.6,No,Yes
2009-10-03,Albury,8.5,13.5,3.2,NA,NA,SSE,31,ESE,ESE,17,11,87,75,1014,1015.1,7,7,9.6,13,Yes,Yes
2009-10-04,Albury,9.6,16.2,1.8,NA,NA,NNE,20,NA,SE,0,9,85,75,1020.6,1019.4,NA,1,12.6,14.8,Yes,No
2009-10-05,Albury,8.3,19.7,0.2,NA,NA,W,35,NA,SW,0,20,85,47,1020.7,1018.6,4,NA,12.5,19.2,No,No
2009-10-06,Albury,5.2,16.2,0,NA,NA,SE,37,ENE,SSE,6,15,85,77,1020.2,1018.3,2,2,8.8,10,No,Yes
2009-10-07,Albury,3.8,15.9,3.6,NA,NA,S,35,NA,SSW,0,15,90,42,1018.7,1018.5,NA,NA,7.1,15.2,Yes,No
2009-10-08,Albury,1.2,16.3,0,NA,NA,ESE,39,E,SE,6,13,65,43,1024,1023.2,NA,NA,7.8,15.7,No,No
2009-10-09,Albury,3.2,18.2,0,NA,NA,SSE,33,ESE,S,11,9,63,39,1027.7,1025.7,NA,NA,11.8,17.8,No,No
2009-10-10,Albury,4.6,19,0,NA,NA,SE,22,SE,S,17,9,55,36,1029.5,1025.7,NA,NA,11.2,17.3,No,No
2009-10-11,Albury,6.4,18.7,0,NA,NA,W,48,SE,NNE,7,17,68,50,1022.6,1016.9,NA,NA,11.3,18.2,No,No
2009-10-12,Albury,5.8,23.3,0,NA,NA,W,59,SSE,NE,9,20,88,64,1007.9,999.4,NA,1,11,19,No,Yes
2009-10-13,Albury,6.6,17.7,2,NA,NA,N,50,N,NW,17,30,70,71,1001.9,997.6,7,6,10.8,14.8,Yes,Yes
2009-10-14,Albury,9.5,15.1,7,NA,NA,W,65,WNW,W,26,30,88,60,1000.5,1002.7,8,1,10.3,14.1,Yes,Yes
2009-10-15,Albury,9.7,15.7,1.4,NA,NA,WNW,50,NW,WSW,15,22,79,84,1008.5,1007.8,8,8,11.1,10.9,Yes,Yes
2009-10-16,Albury,4.1,16.6,6.8,NA,NA,W,39,W,WNW,15,19,77,56,1016,1016.2,NA,4,8.8,14.9,Yes,No
2009-10-17,Albury,4.6,19.2,0,NA,NA,WSW,28,SE,W,6,13,83,46,1022.7,1021.6,NA,1,10.9,18.8,No,No
2009-10-18,Albury,5.1,20.3,0,NA,NA,NW,24,SSW,ESE,6,9,72,50,1026.9,1024.7,NA,8,12.1,19.3,No,No
2009-10-19,Albury,5.1,22.7,0,NA,NA,NE,19,WSW,NW,4,6,78,38,1026.6,1023.7,NA,NA,12.2,22,No,No
2009-10-20,Albury,6.9,26.6,0,NA,NA,NNW,30,SE,S,7,17,71,31,1022.9,1018.4,NA,NA,13.4,25.8,No,No
2009-10-21,Albury,8.8,27.1,0,NA,NA,SSE,20,ESE,SSE,7,15,73,44,1018.9,1017.4,NA,NA,15.4,25.3,No,No
2009-10-22,Albury,9.1,27.1,0,NA,NA,WSW,24,SE,SSE,9,13,67,38,1020.8,1018.4,NA,NA,15.6,25.4,No,No
2009-10-23,Albury,8.1,23.9,0,NA,NA,WNW,35,ENE,SW,2,13,70,26,1019.6,1017.6,NA,NA,14.8,23.2,No,No
2009-10-24,Albury,7.4,25.4,0,NA,NA,WSW,30,E,W,9,13,68,28,1019.5,1016.2,NA,NA,14.7,24.8,No,No
2009-10-25,Albury,10.6,23.1,0,NA,NA,SE,63,WSW,WSW,2,13,68,34,1014.7,1013,NA,NA,14.4,21.3,No,No
2009-10-26,Albury,10.8,22,0,NA,NA,SE,35,SE,SSE,20,15,52,38,1023.8,1022,NA,NA,14.7,20.9,No,No
2009-10-27,Albury,5.9,24.1,0,NA,NA,ENE,26,S,NNE,7,9,64,43,1027.5,1023.1,NA,NA,12.9,23.4,No,No
2009-10-28,Albury,11.3,26.8,0,NA,NA,W,19,SE,SE,4,9,67,41,1025.4,1020.9,NA,NA,17.9,25.8,No,No
2009-10-29,Albury,14.5,26.9,0,NA,NA,NNW,31,SE,N,9,20,65,50,1023.4,1020.6,NA,NA,19.1,25.8,No,No
2009-10-30,Albury,13.7,29.1,0,NA,NA,WSW,22,SE,S,11,11,75,46,1022.8,1019.5,NA,NA,19.1,28.4,No,No
2009-10-31,Albury,15.6,30.8,0,NA,NA,SSE,20,E,SE,11,11,65,38,1022.3,1019,NA,NA,21.4,30.3,No,No
2009-11-01,Albury,17.8,34,0,NA,NA,WNW,33,SE,SE,9,17,66,35,1021.6,1017.3,NA,NA,23.1,32.7,No,No
2009-11-02,Albury,18.7,32.4,0,NA,NA,S,20,SE,SE,9,9,66,47,1018.8,1014.6,NA,NA,23.9,31.1,No,No
2009-11-03,Albury,18.7,24.3,0,NA,NA,W,46,W,W,24,20,46,39,1009.8,1011.9,NA,NA,24.2,21.9,No,No
2009-11-04,Albury,10,23.2,0,NA,NA,WNW,39,WSW,WNW,7,19,59,27,1017.1,1015.8,NA,NA,15,22.6,No,No
2009-11-05,Albury,6.6,25.3,0,NA,NA,NE,44,SE,SE,7,26,67,28,1020.5,1017.3,NA,NA,14,25.3,No,No
2009-11-06,Albury,10.8,27.9,0,NA,NA,SSE,28,SE,S,11,15,55,32,1025,1021.8,NA,NA,17.5,27,No,No
2009-11-07,Albury,11.3,29.8,0,NA,NA,S,22,SE,S,6,15,57,27,1028.5,1025.3,NA,NA,19.2,28.9,No,No
2009-11-08,Albury,13.5,31.8,0,NA,NA,SSE,28,SE,E,4,9,55,29,1029.1,1024.8,NA,NA,21,30.3,No,No
2009-11-09,Albury,15.4,33.4,0,NA,NA,WSW,37,ESE,SSE,7,13,48,29,1025.4,1020.6,NA,NA,22.1,32.8,No,No
2009-11-10,Albury,15.9,35.2,0,NA,NA,SW,33,SE,SW,7,11,49,23,1021,1017.2,NA,NA,23.3,33.8,No,No
2009-11-11,Albury,17.1,36,0,NA,NA,ESE,26,SSE,SE,4,13,43,18,1021.4,1017.8,NA,NA,24.5,34.9,No,No
2009-11-12,Albury,16.7,35.1,0,NA,NA,WSW,43,E,SW,2,28,49,18,1018.9,1014.8,NA,NA,24.7,34.6,No,No
2009-11-13,Albury,18.1,32.8,0,NA,NA,SE,31,SE,SSE,19,17,42,22,1017.2,1013.9,NA,NA,23.2,31.7,No,No
2009-11-14,Albury,13.4,35.4,0,NA,NA,W,46,SSE,SSW,13,11,55,25,1015.6,1011.2,NA,NA,21.7,32.6,No,No
2009-11-15,Albury,17.2,36.3,0,NA,NA,W,35,ENE,W,6,22,57,16,1009.8,1006.5,NA,NA,23.9,35.4,No,No
2009-11-16,Albury,15.3,35.1,0,NA,NA,W,54,SSE,S,4,13,46,20,1007,1002.6,NA,NA,24.1,33.4,No,No
2009-11-17,Albury,12.1,30.5,0,NA,NA,SSE,30,SSE,SSE,19,9,38,18,1008,1005.9,NA,NA,19.5,28.6,No,No
2009-11-18,Albury,11.4,33.5,0,NA,NA,N,24,S,W,9,9,53,18,1010,1007.1,NA,NA,21,32.7,No,No
2009-11-19,Albury,18.6,39.7,0,NA,NA,NW,37,NNE,WNW,17,22,29,11,1006.8,1004.6,NA,NA,27.8,39,No,No
2009-11-20,Albury,15.3,38.2,0,NA,NA,NW,78,SSE,WNW,4,13,45,21,1007.6,1002.3,NA,1,24.7,36.4,No,Yes
2009-11-21,Albury,19.3,21,10.6,NA,NA,NE,37,NE,SSE,9,9,95,91,1010.8,1009,8,8,19.7,20.8,Yes,Yes
2009-11-22,Albury,18.3,28.3,25.8,NA,NA,NNW,61,NA,W,0,46,98,67,1003.7,1003.5,8,8,19.2,25.6,Yes,No
2009-11-23,Albury,11.9,23.6,0.4,NA,NA,W,24,WSW,S,7,9,63,37,1020.7,1020.6,NA,NA,14.4,22.7,No,No
2009-11-24,Albury,12.8,25.8,0,NA,NA,WNW,30,SSE,S,7,7,60,40,1024.6,1021.6,NA,1,18.1,24.9,No,No
2009-11-25,Albury,17.2,32.9,0,NA,NA,SE,24,S,S,4,7,60,36,1020.8,1016,NA,NA,22,32,No,No
2009-11-26,Albury,21,34.5,0,NA,NA,N,78,SE,WNW,13,39,48,70,1012.2,1008.4,1,4,28.2,25.2,No,Yes
2009-11-27,Albury,15.9,26.2,10.2,NA,NA,N,24,NE,NA,11,0,82,56,1010.7,1008.6,7,5,17.6,24.7,Yes,No
2009-11-28,Albury,17.1,26.4,0,NA,NA,W,52,WNW,NW,24,24,48,27,1006.5,1002.7,2,1,18.8,25.7,No,Yes
2009-11-29,Albury,12.8,22.3,9.4,NA,NA,WNW,46,WSW,WNW,6,19,94,54,1000.5,1000.9,8,4,13.5,20.7,Yes,Yes
2009-11-30,Albury,13.2,23.9,2.4,NA,NA,SE,50,SSE,SE,9,24,82,35,1010.3,1009.3,3,1,15.9,23.6,Yes,No
2009-12-01,Albury,12.3,23.6,0,NA,NA,E,37,SE,SE,24,22,43,31,1018.4,1016.9,NA,NA,16.6,22.6,No,No
2009-12-02,Albury,10.6,27,0,NA,NA,WNW,39,SSE,WSW,7,9,48,29,1022,1018.9,NA,NA,16.8,25.5,No,No
2009-12-03,Albury,11.4,31.5,0,NA,NA,W,50,S,NNW,6,17,57,16,1019.2,1014.3,NA,NA,20.3,29.8,No,No
2009-12-04,Albury,12.3,27.5,0,NA,NA,WSW,44,SW,SW,11,20,42,7,1015.9,1014.4,NA,NA,19.5,26.8,No,No
2009-12-05,Albury,10.7,26.7,0,NA,NA,W,37,SE,WSW,2,24,44,22,1015.1,1012.9,NA,NA,17.6,25.7,No,No
2009-12-06,Albury,11.1,30.7,0,NA,NA,W,28,NE,W,4,13,58,23,1015.9,1012.4,NA,NA,18.9,28.7,No,No
